node,node_adj,distance_m
107,123,14.539052548411641
172,177,18.558093537638314
537,617,114.51793258426136
292,295,11.236854279185337
287,314,27.970648533862583
447,455,41.1508039512843
002,207,6.2726154546709
219,225,19.153064025585895
056,065,9.072355161009671
188,192,20.698471957147746
091,119,18.231114375701495
240,675,26.45175632732625
039,045,14.330739605548283
113,143,5.868211533654875
616,623,54.474988667225034
150,660,29.838346678724523
040,044,9.922185913747018
036,429,10.453693180411717
392,395,12.372730874323219
461,468,10.504599814713274
664,665,18.449732452941543
325,332,15.670678184837127
116,141,20.35125924599404
421,429,15.859983907767752
377,379,11.776334717444868
675,678,12.01543776481798
432,448,21.54793906731193
020,468,26.275039748922744
400,404,20.641501482415052
144,157,22.821090679530016
223,230,32.43238876439376
155,662,11.758929141859518
012,287,7.32661083098606
097,099,7.3860473943741205
334,626,31.845703321590694
672,678,17.043133862039497
028,437,19.889518442483656
251,674,15.260682196849523
321,354,30.52186776233049
222,234,7.748710545169785
267,268,10.112544498859599
535,632,97.92664127898918
644,668,8.34330631882353
549,552,26.21809172111862
366,376,12.294976691701592
226,229,14.092412231279567
139,152,11.414395760429274
063,074,17.779447555290727
005,313,56.14559418308749
569,573,14.446154699489606
314,726,47.8156262600207
000,001,38.17471003891007
421,441,19.433878245291403
254,683,72.94093468334052
041,044,5.141194481865288
089,119,11.175443240950823
443,464,15.711885203922517
004,294,12.401374924111265
348,352,19.3001351291172
443,449,12.568532993520819
663,664,20.89794957122902
572,695,20.113758779550956
124,694,15.941000372731752
013,014,7.84698394217289
025,038,14.365828325600608
196,202,21.81070992695973
219,224,7.276703943858439
042,694,15.95500348772943
515,523,7.429430221830994
505,509,18.085800904170558
235,677,27.21610102305938
012,269,15.020914655530445
373,397,17.808200678488223
274,276,11.871954747719261
253,256,7.618017028339378
052,056,14.974543284956189
448,468,18.18902164320207
551,567,51.75791652389277
114,140,19.247097970202066
012,281,57.58078576243183
365,388,20.32596188199942
355,365,14.212731718008827
201,248,35.668114057512646
609,612,102.29087805332026
112,142,26.69932772032764
224,249,16.0045707640386
583,590,138.86335651216984
296,690,16.026840646628735
012,306,14.265230380066413
227,625,20.708587681523884
081,095,8.978022016150623
238,676,21.701421995296112
651,655,13.175573716052916
373,378,27.219768103395566
172,182,20.468334358925134
029,474,19.649828334951614
342,343,8.39638159890797
490,648,21.92484626536713
233,265,30.706457774662844
370,380,104.13695012490054
261,271,25.652556890968214
116,659,18.667131978524875
075,714,9.683453045731522
563,579,37.687634842753596
077,656,8.072240752878674
179,189,22.699236783537753
269,298,22.367318469836377
415,417,13.866508504483134
069,070,7.64825920258025
153,661,25.718922843612727
545,558,23.521444262208778
176,719,13.532733575678343
563,581,45.17534789345275
497,512,19.28352233717163
271,276,17.339396962513725
478,531,38.151113851191056
492,525,25.149895910928404
362,363,13.25090814308562
090,097,17.379408389942842
177,182,7.56998639457035
458,468,19.275426260412086
109,123,8.932654148196333
139,147,17.12386801240084
664,719,10.053423348646172
184,208,16.963726745643058
186,208,15.278636816727655
029,460,9.4116880942088
244,256,14.83776216377835
608,612,39.63618635455238
440,444,13.810849805142178
452,479,13.690706600855783
169,172,16.490279098973172
231,677,21.818549303914974
229,722,16.75124915485858
361,379,16.400640118895318
399,406,5.136029976397813
432,437,18.95145623391588
672,724,15.788342542796428
021,476,27.168954862875555
528,543,17.359433315979867
685,688,22.56816656426243
125,504,17.488653066322822
026,030,10.109017154321029
686,688,17.470051467361078
396,727,23.11397639168082
161,189,31.75097190868175
057,058,6.1417842040245825
221,247,17.692386165348886
099,101,7.266122203332761
564,581,40.697183261919555
162,181,19.778319033530384
450,457,19.142249312032675
699,735,60.85128923443588
015,284,12.40281583025987
696,731,70.20099620258655
702,711,63.20928790982624
448,458,24.585807726659134
668,669,8.620775558335746
624,733,59.17288641137749
004,678,18.3977425232969
078,653,21.21168750520224
006,013,16.36682436270758
435,437,10.177784209383407
685,687,15.201563605378304
128,503,11.56609229887014
299,331,23.092971649413915
591,592,79.27855321177817
608,743,56.618981607346264
705,706,29.76704964358411
385,392,21.214191075268033
087,102,9.829937061701386
042,423,15.573653033372924
195,197,15.030519872807805
017,412,20.281909850461908
353,356,4.497290043844474
453,464,21.711979556076948
634,663,12.580103856072732
304,311,14.394268223413066
531,558,44.34278688233987
075,077,13.458336092476122
255,674,30.541900065271
629,748,90.97659618347397
124,453,21.96931794437668
349,356,17.07977136155848
068,078,8.502648849317428
030,480,22.74591627692589
183,207,19.901906853853035
287,306,21.591820403163684
031,441,10.248857543496655
646,647,18.6572181577419
275,308,20.431329787877438
529,541,38.02662453284353
218,247,16.614153432383315
030,446,10.188206534367877
234,256,22.347877022956204
590,591,74.67036856661717
678,683,12.033554180652077
554,560,23.822844549096967
035,431,13.457870829153169
045,438,15.317044489649074
210,216,23.82332226000337
035,445,9.485534888868488
134,136,15.423677896640147
308,310,18.901962276329513
371,372,12.946082381246367
643,668,33.4491550425758
021,447,33.04688026500425
470,484,12.21822428471549
359,361,4.733637960643876
538,708,82.03230554001544
276,307,25.380394279572194
679,722,12.34797981715547
126,633,25.16989959922905
495,516,21.64559367493069
354,360,14.228759855424375
118,140,11.400026998472786
641,748,108.30879704302814
263,282,13.108682964268041
012,298,7.346589005141089
265,270,15.523743579880836
407,411,16.735364574919934
016,593,54.13604072807576
363,368,19.2068589900483
540,548,15.256814365776897
138,547,11.04358404224964
675,724,6.013846297179653
318,319,14.070311323279737
163,635,11.377931179061585
603,641,92.06722277276609
293,317,21.6160836058443
220,241,14.560180134767695
258,277,9.648715288679588
059,076,11.901894483602614
541,627,42.598180760840464
479,489,8.4372520896704
420,424,9.831425649565004
004,681,12.410825926185026
068,088,17.77697948044777
524,526,7.982712276345608
503,730,12.290851142028876
660,712,25.30711052018832
259,680,19.974266091007944
686,687,10.103410631078164
009,689,15.880252769950227
300,302,13.444936060617163
485,710,77.10288202354535
577,695,5.68436533482362
338,351,9.914421896622766
563,568,36.197448312064374
316,318,12.517722846497795
381,406,16.565807680405584
083,715,12.812325771839573
136,513,27.388820134912713
631,632,37.7314956966095
189,193,15.388411735953484
059,082,16.0906738856868
387,390,8.077280451082387
223,232,7.637080300199714
237,253,15.419219055332487
606,617,140.69304669666107
161,193,31.031802283247515
193,195,15.422792522025759
054,642,16.952076887819004
195,200,26.30881007550399
310,331,17.268121058088568
573,579,27.93223968472243
337,339,11.776575617996825
232,250,33.115406672268485
239,242,7.5606165690645835
003,684,7.348982937753474
393,398,22.932976874149517
650,735,108.07029390995692
572,574,4.939310416338829
613,614,41.763785661504144
267,680,10.296447485877229
039,438,28.120051426209898
294,682,25.653320349137637
645,668,17.29189611835936
227,646,19.40652528175726
495,498,15.349441671189116
628,747,69.02286690026448
200,203,7.555327797101936
416,638,12.749820409323153
255,266,16.657531205452404
424,428,9.423560917990747
537,735,111.3565509193273
353,375,16.52265857426576
515,528,14.715599256774821
524,527,32.723040025778076
038,044,14.37535246679998
312,370,75.21697625171892
085,103,13.34322178315474
303,685,9.557474444871223
334,365,23.793966164895803
315,318,22.639486325240984
281,306,55.94905655351316
398,436,19.211020303371548
176,634,21.48888342669205
521,525,18.578195989583104
664,666,13.026152898949087
678,724,6.003059433074908
171,177,10.957381758105967
705,734,42.39892607515588
395,429,18.79023876011579
137,533,8.909182661908082
318,338,23.732461762015316
525,546,24.289310622642493
148,183,19.636915781649304
571,580,45.29932155864653
591,600,60.93538722089426
345,347,11.72356094574356
628,748,68.3635141703255
203,204,7.570914497023435
522,532,11.346049251492603
348,369,23.863585177694098
685,725,10.17742011763958
092,111,12.459721291037681
043,335,60.7558100306087
489,508,16.578963802469232
187,190,17.875917556566556
320,329,9.816263918961027
219,257,28.252231918963375
055,057,21.98975580541881
535,630,105.7128173300111
171,182,13.83743218848938
267,272,22.84591875692603
018,026,19.542012930042365
126,131,30.574976619892425
368,371,29.045412769130056
416,434,24.99898992202407
352,358,14.405831970731935
683,724,18.034532619537647
673,675,6.655053853870965
226,241,18.34297753997238
194,196,15.854339202297426
264,265,15.532168258116071
047,445,4.646669110669632
326,354,42.063164121817344
168,182,15.91967198355441
278,282,7.276361416098375
215,222,9.583250208994695
324,329,19.50708420932634
670,721,15.111073994612727
061,642,18.668545383926446
311,692,19.74638725635405
410,418,6.096181836366627
357,359,4.644936291460798
677,722,12.994111580461071
128,730,15.825101999384
497,545,47.603779539736124
299,310,21.18647052714026
010,307,14.47892305571592
348,350,10.445341244964089
389,402,9.592120184936649
499,518,21.893044569688925
089,091,7.116095695129876
197,206,34.47105882123162
083,119,24.171081066151547
183,198,13.429993445434379
241,250,7.084347644987357
663,665,11.426500188850078
106,108,8.176843525933068
178,204,74.31853111475165
135,547,21.087897860768045
073,090,18.73740763890879
673,724,12.668689260535052
483,490,15.29714507648846
397,418,16.525388490134777
471,474,9.47104906785032
556,565,13.542818815996347
120,659,26.40134990906892
599,614,72.79185554046802
165,179,25.611572467252795
395,396,5.749812572636525
572,576,9.868461363055944
678,681,5.9878599799465
614,616,60.62827246989598
375,377,7.543965645133053
672,673,19.71823336346655
616,617,42.57688815145946
747,748,92.97889079302146
000,049,30.204689616856744
390,392,6.171494002048631
280,286,20.610263028977965
296,301,17.671384697089692
244,253,7.588876436505292
024,425,23.94898431116728
140,712,20.394991144797096
403,407,12.747700292037784
216,670,14.870793092396065
281,314,56.32457539026272
584,596,109.19477908313675
595,602,60.6752115264307
160,165,20.340217648602145
291,307,16.736394607659562
293,309,13.126813353709124
028,458,22.432576836650163
006,689,14.468396951563214
269,737,23.532247778639277
382,390,26.28817461920765
343,347,21.44401207119787
304,691,24.441080885789397
380,460,83.0075580515714
131,633,18.344189890767645
088,107,14.232859731854052
609,743,60.91137409212007
152,159,12.490373261487399
637,731,75.17569025807641
033,199,15.954658317106693
353,359,13.777748562048108
305,309,5.514155247719913
216,217,6.14074000535814
187,188,8.908832237674305
210,212,14.938736341195897
061,651,19.578221141176837
129,134,10.342920084692597
310,691,21.34165799673492
566,568,11.938964130429786
184,188,27.217632880088694
538,560,24.16713137158608
007,277,9.729937339302467
129,136,17.75567434302874
183,661,26.225816018052594
339,344,26.755436620098024
122,166,21.662834863081205
204,206,8.068952212185492
561,640,92.01031112454517
681,724,11.990919192920826
599,698,66.77356822404538
128,130,7.819117756350347
712,715,18.676530803997856
557,560,10.869080083083224
657,715,14.060327967253555
114,154,15.16369966587725
670,671,10.24574893021932
514,515,30.909173673927704
049,050,27.641957876465295
065,074,8.628425685784046
173,232,35.46734047345087
033,196,22.562565858095628
268,275,26.57835313284573
414,638,21.291605153584758
532,648,22.255398529549453
414,427,15.938960994815432
409,412,20.52235375996433
745,748,93.63893348210573
455,693,67.37886656232796
460,474,10.392027991745893
376,399,13.160874471239742
269,738,30.57958627223411
220,226,18.87038764470255
304,308,30.583897476326005
440,469,21.520027629084392
452,489,21.84946788361307
515,540,23.78325014304425
702,745,97.44052123749717
534,545,17.833478604701625
447,541,73.36090952303921
451,483,30.031181866765014
000,048,27.456280280231393
170,174,16.675949551371076
217,721,23.758472834588943
229,231,8.26027218405881
060,064,10.544083899737878
456,459,15.859715914962827
134,513,13.739389852442443
248,261,13.909824091597981
417,420,17.122000036971823
054,652,7.952212251305178
329,332,10.741121923041538
010,274,19.160788984512813
489,495,20.453700827838862
174,175,13.872711132578354
088,105,8.994135396620877
034,435,20.880475394932674
745,746,50.73913121926658
024,451,8.427266021978754
287,298,14.672646131133229
644,645,10.58681270516792
263,285,13.883334098619079
127,491,23.852365809987315
104,658,23.674660266944183
629,704,100.18463793370651
505,507,9.794433788784339
164,172,8.630661587016068
618,741,225.46775678974916
295,297,7.585250750331787
017,415,20.38589244579923
046,454,20.399892629901135
225,233,30.15165024625586
316,338,18.97510869239716
405,408,7.837474446257308
436,446,26.661393954151563
538,554,33.23080631969761
615,617,72.96631905005201
593,637,69.90990140471892
552,562,14.921940047365778
015,313,56.926343784867775
019,021,33.18062396845807
142,185,28.074651826643624
467,469,16.08817427635282
511,513,12.487605429769767
416,418,24.302070035687315
090,098,23.86603563061936
346,350,19.424003239564925
595,598,103.56669343996695
517,542,17.569838229938448
034,335,57.234001612345224
261,274,11.983722646235744
153,191,27.806262419374693
223,707,64.51219470112318
677,679,13.27893635402432
527,575,75.79161609555666
059,060,8.386883109833096
481,531,37.53492702691911
003,008,15.115073697652925
588,742,57.45741207200638
693,726,57.07282578193165
198,661,30.590350656398467
339,341,11.302078936512897
212,217,15.024897524781823
380,485,84.39950778684619
448,461,7.687548858397841
130,547,29.392213450166395
536,632,83.76703842999675
477,480,14.63529569883731
507,511,19.250541990288013
417,423,21.451608670011005
043,466,30.027930080638935
126,490,15.714516667870312
322,327,18.905229502015505
068,654,17.199233353414332
384,422,26.019736519702704
480,493,9.07269213079517
043,450,17.349705208397406
372,374,18.935240806290174
544,567,30.881330877245347
355,366,26.57276669055104
242,246,22.636306547478785
563,564,13.924606831814051
173,223,31.272659094515056
491,504,10.66286528698118
343,345,9.72189609806715
340,366,15.592163060869447
538,562,43.92245789510833
170,175,30.548065238573614
586,588,76.43253951006804
201,246,36.71010434927482
325,689,12.3576985756465
562,567,61.539341825673546
060,076,19.10537449158497
035,047,4.838983665443362
012,314,20.644037706363786
308,692,15.779156568764986
044,046,9.995542323196192
315,338,22.152762768696192
698,700,116.28746333640498
333,351,18.33392347046242
579,708,64.309342574559
376,381,17.82194842205226
394,396,11.954931511169969
617,699,77.70588065458693
025,046,14.362867967327794
561,710,61.55782466789773
605,606,73.81605654187751
516,518,8.878418064661705
635,719,19.4224406026487
326,358,35.537728870360255
196,199,13.81694646622871
298,726,61.07887935249754
536,603,85.7820656438386
386,388,11.740037614657338
309,690,16.499849694732493
268,680,20.40861614761122
632,701,40.54944095723566
611,618,155.085451020504
235,676,20.072459890220944
587,597,71.18166485204667
095,098,7.8716450808383005
349,375,15.124136214436962
549,567,43.97399256990391
199,202,9.256004458606139
002,198,12.739976114391528
628,629,53.654129867193916
594,735,99.19568929982185
480,502,16.331068955685453
331,692,26.4166905649886
401,436,19.3771522109454
209,227,25.19348962956527
260,264,10.775195402939628
050,065,23.018524747044722
291,626,13.348848369376173
350,358,23.258977075006772
232,241,32.43834440923277
263,278,16.169089294838674
588,744,91.44920862497051
112,166,39.64028495295745
341,364,16.50988103215843
032,211,24.01706889850289
141,175,33.655826276551956
575,585,76.82615345915963
419,420,5.543751427415099
148,153,10.439438518758525
016,650,92.6510832983722
200,717,30.55530100645569
193,197,30.453229743783634
665,719,21.640054123267007
581,708,54.73361125225444
512,534,31.348581024341264
517,550,27.679754981478297
514,571,61.43926216859561
619,706,67.87235080303293
153,183,20.97715919678725
232,539,42.32455062801423
559,571,50.56312519111817
631,701,78.2752050952678
022,449,13.83793852627217
305,317,13.999733259591927
166,181,9.807772476795087
007,305,15.069919425208193
137,526,22.77319199641266
227,234,17.94709553927988
537,606,75.25929238066428
022,728,19.764039560186628
211,216,17.67912091838068
500,502,12.762302967331895
294,683,18.765273047085525
155,180,19.454966882987943
222,244,15.310242516054391
180,662,7.696066447465116
350,354,16.104720995647103
104,108,15.889391248041452
036,421,14.08668606009394
280,308,23.58047574712978
142,166,14.976661368758265
645,646,15.812513570515012
527,533,24.416883349732505
086,093,20.154635738533273
023,431,15.815485760563357
564,573,21.846585687638825
548,555,12.539148305766231
539,707,48.68164669987016
032,208,19.304656979731018
455,488,30.633879888342012
467,484,15.735384856042666
478,482,21.375102570711192
198,207,6.472377135722247
250,723,8.390872917704705
746,747,64.79027424593497
353,357,9.13774958419619
027,031,9.821618739113195
044,439,16.945420857028157
