node,node_adj,distance_m
149,154,12.188800495479947
086,091,13.381268106533593
119,146,23.200722731632776
224,257,27.05497829515208
224,228,28.01102673337881
687,725,5.025537742976484
430,636,15.242749416606769
508,516,11.20931425939445
537,601,70.3161146826313
622,705,57.33436029433324
119,155,18.62733193921802
423,424,4.9493864470025715
088,113,15.182122844714184
006,286,27.038899860368378
324,327,11.391296561054123
125,127,29.031918429455413
248,276,23.118197607875675
590,640,110.29039825166008
343,366,18.068133410092468
033,218,20.620725082453472
543,548,6.95344538990615
024,045,11.670952941439662
450,466,12.78956876892618
031,451,28.659767711272888
530,546,14.000192582023466
666,719,23.078835287890858
330,336,8.53870610948995
691,692,9.837933167051533
252,276,27.50841065587567
060,067,22.337197864245315
000,053,45.57730215071894
430,434,29.308320347457673
745,747,44.55295692042702
085,099,14.293185274678324
189,195,30.811096621158242
117,144,20.06108448320208
419,423,10.425811489988396
272,275,14.207985425603503
528,540,9.074776191066563
300,303,19.611218540888448
328,330,7.862130651201046
554,562,18.55490628287166
074,081,8.664991254212733
567,731,69.54066428166745
284,679,14.169782465448163
167,635,14.143757079609077
573,581,37.28088856808662
587,588,28.90019131674105
025,470,21.346569181753235
604,713,88.00404990625384
306,314,6.379000949984062
356,361,13.91896694594997
357,361,9.33324246021387
377,393,21.326877334912105
697,698,79.36452704750023
227,647,18.532488540621642
522,648,17.47292167224124
591,602,71.56300677920967
551,554,32.20875881890076
576,577,4.742097614807576
645,669,25.508177680701877
558,575,67.83613768413502
142,162,12.063789675331263
035,433,4.876797777367204
706,743,79.86600838895792
001,053,30.759280721924284
086,089,11.560333177740356
139,159,16.59037499664675
620,700,95.07729128201487
026,446,19.83215665126527
093,100,25.16612969425597
454,484,23.11898900369258
284,288,13.193087004514288
126,483,30.688017680066704
477,497,17.993526001426734
151,165,12.224256553750603
173,539,51.521078780815806
668,674,28.35052583488182
142,181,22.332976486035495
021,488,70.9380009140193
276,291,18.4212639980099
671,721,8.754157529542944
293,305,7.616856541358398
385,387,7.578997888317417
597,601,85.03486083685657
306,726,54.176627802915164
064,087,16.219341130516366
025,454,10.438389852507717
471,485,85.03361555404302
336,339,23.670126706250777
197,203,18.83363189029021
495,518,14.718616606781639
371,397,17.883435317627725
473,492,15.047141280360783
374,378,16.12102488928691
303,725,19.152187665092253
164,169,8.124283174231437
013,292,19.211808294759944
666,667,18.438778094945597
084,119,14.518537063732998
350,352,8.856368376718754
541,578,80.6595156946366
037,421,18.661787492963438
027,441,10.291755655561504
590,596,67.385731864535
583,639,133.4896851976489
197,200,11.278454500837372
037,636,25.48974176162094
529,556,42.27629483866949
201,718,35.60457486791962
411,412,10.937248208139845
694,728,17.269143494361924
345,349,25.243981890197357
133,532,21.45424901391219
016,599,82.55261939906676
039,451,19.400917474604537
235,238,17.025417632542435
488,627,69.3171403285203
302,685,15.989738555774354
398,422,15.609997932750725
663,719,18.299776536461792
067,069,24.096070975218748
221,671,19.23615133249958
282,289,14.588729784722611
230,241,7.413923583621769
607,619,87.45141081424283
169,174,29.633076124557697
058,059,7.281729766552638
323,354,31.20935757940102
652,653,24.41012448678214
462,476,23.435859771909627
010,626,29.207624852716748
077,714,9.191028570358824
457,466,25.297235884219162
510,523,14.994774371790168
354,358,7.1552431075772445
215,646,25.228866854795402
017,464,20.19044436479706
202,205,11.443528438424138
236,672,26.76048363554685
023,460,16.923299852421728
403,425,17.275395733477968
500,512,11.969982740355485
600,603,76.75862271359227
166,185,16.383973636196878
736,739,16.25569243985484
078,105,17.630368831487516
242,676,19.565908898548752
619,734,47.47030527957679
236,270,30.654753193029215
037,430,10.569047624792917
513,520,12.436692740350868
348,351,22.628001161735053
255,643,28.076493273292275
621,623,60.80501959594247
362,379,16.816963964342204
269,287,7.694846405464207
701,702,104.94591032470028
359,362,9.447437338358505
421,430,20.577887314128056
094,099,15.783304670140126
503,506,13.284284689991665
586,589,30.504317323292668
644,646,26.21780861270235
108,156,24.547242447043054
484,487,26.41988288514162
401,422,11.762914820071126
238,242,17.335153851153002
094,097,8.397941901942795
607,713,94.1844264796947
315,316,10.199999081178026
333,338,9.447564750997707
082,110,16.83732227359245
229,677,23.265543810139633
164,171,16.006001168636722
079,101,19.635292271574595
394,395,6.20524215516381
137,519,15.555581200418397
071,080,12.987763635933979
169,171,24.02580803136369
187,208,18.986587628640272
187,192,29.168168593577434
522,633,14.962621273187603
230,723,21.65095479856177
535,711,115.07344589141042
437,442,10.267183557332674
201,720,20.707874368898693
410,427,18.338871794716177
282,312,77.32329132071548
168,171,13.37056108407667
307,626,15.534695380158043
381,413,19.34611592363606
070,075,13.064629010665579
599,613,73.60489484151765
536,602,52.93041706264708
050,056,17.207234433875307
081,098,9.85555178315868
449,464,10.481046112119806
014,292,11.368886069340103
070,092,15.501964590640373
006,009,7.905724546223857
073,094,15.848281863190481
147,154,18.309893433784914
637,697,90.89448819394919
406,413,5.103744616854926
650,699,82.48902288164844
032,720,42.69051338071987
737,739,17.46200160651019
180,205,26.50843643607806
007,290,5.077277494722988
310,692,11.946989678828364
245,625,23.363154566099457
637,696,77.13739283641773
452,459,24.07544169662304
594,744,80.5935385857018
400,425,19.32235533128336
460,471,16.209355017607038
048,053,18.856736099508566
266,279,27.092637597680028
732,748,70.50331900766908
057,076,11.835225244264302
008,313,56.565609221030044
048,049,26.05940829263586
200,206,23.192702906124026
080,088,18.870087878299127
234,244,7.604166813358697
215,234,16.755458763072017
190,194,25.655433676442236
527,558,58.679371205021184
120,716,30.69126383680776
419,424,15.375161607058583
104,106,7.874347868520131
351,369,11.914736789453686
003,005,22.070103011915304
098,145,22.5867846053233
576,580,66.25716562863083
158,165,12.797036887150036
005,008,7.05347541720862
203,717,32.18179358350874
432,442,19.76951123989939
477,493,16.65240093749891
076,096,17.887478338694354
101,103,8.603960111586629
630,632,96.76066820013914
131,132,21.268900321949676
414,416,8.65190432417699
020,028,20.71811121407132
231,722,20.24862540850058
494,496,23.70599754518247
079,085,8.33551144693046
268,272,12.840166142964371
248,252,17.54220639423109
379,393,22.250374120092477
130,138,18.383737924682272
240,672,10.321389769771939
217,671,18.56848988578043
038,040,4.45716832914004
002,191,19.054835165872053
463,472,26.342563056468475
614,615,30.239078797865414
729,730,18.102746617308938
145,162,9.130814479976966
435,442,11.66670125273303
579,581,9.747773274542501
188,190,9.289741300462357
062,642,18.835728961493253
390,395,18.536192657612318
178,736,73.3704041182106
309,317,8.491772718317176
175,716,26.11056394786556
501,505,10.03775495158111
139,149,13.159539951032443
150,180,17.75812195962583
542,550,10.58216420407719
008,684,22.336158073072447
051,052,7.701686514552035
009,014,16.968941554021637
549,551,10.030102035526477
037,441,14.642297425610202
536,630,99.41478025958371
003,011,8.333758720152838
548,553,11.042995822744112
585,598,129.2262530602057
320,689,7.474002489217721
080,123,22.66640015318179
630,631,79.66121965072264
640,710,77.21018464032777
615,623,39.66050666695098
007,258,19.378630679363557
064,072,10.865361711065693
316,333,14.757271392520112
340,345,26.56791424080367
237,243,20.889181781480065
589,594,61.415662705972736
486,494,23.611588146952283
323,358,30.276297277492684
288,679,13.664636572505751
564,579,31.569369405377174
104,156,18.193542228858945
509,511,12.175980694528048
065,081,17.29232081903561
595,600,33.993345691759735
736,738,9.429359663332129
004,682,25.105048071294966
656,712,15.21398395160478
062,652,19.559844426315422
538,696,73.13634956189422
587,744,75.27204355199586
124,728,12.442109056741959
129,513,11.5342311679834
023,029,8.669563402470528
324,328,23.214507246132356
371,373,20.95042933561652
038,041,9.235948725926114
133,522,13.369433004673152
612,743,44.72541363445278
623,624,46.84741287745583
130,730,21.232987158766736
163,167,20.908847871354567
563,566,24.259092182450033
184,186,10.911584435448187
079,103,19.86449384276749
278,285,14.796671723625696
061,073,13.099103499316616
432,435,9.069505350281684
118,159,16.769931191358342
550,559,15.038709260356312
105,143,12.647874399875107
154,159,6.392968487864293
191,661,27.91156563900224
601,735,85.36789732059843
258,290,14.301753461238846
061,655,7.369157572600507
214,220,32.16770562834107
604,700,100.26636433777747
563,573,35.478769550697955
123,167,22.883258634657974
313,370,131.07341253521943
555,571,55.076229753545825
514,540,30.408353141874045
459,463,31.269808849399276
009,013,10.187104942659527
358,360,7.0756309251557425
020,461,15.770488755369701
340,343,17.350597713437747
619,621,71.09425861691895
200,204,15.126188821267926
704,732,104.83991831710519
736,740,64.21273886279283
054,062,16.52780992800448
373,374,11.367144092176586
158,161,27.906299321817468
069,714,23.43255824557653
298,314,13.299163026040132
322,329,12.38960075077817
013,689,14.617759001103893
107,143,11.326701298020176
066,652,15.855324902565094
701,745,81.84124082567311
439,469,21.56231839862153
476,494,36.76203672670877
540,553,26.221588827276104
246,248,11.896746651496843
041,046,13.905391799381665
111,152,18.86219574472148
286,299,23.336580575149437
473,494,14.851583524452698
131,133,17.086440086524014
517,521,9.988458745029677
197,204,26.404545876270106
592,600,62.316542980245735
576,695,10.329268149651474
224,225,11.88106502094156
295,300,18.137510014646114
606,618,121.68081016350844
076,082,10.415404932324504
501,507,19.829797783903924
058,076,11.886303108803576
046,440,18.6281194116527
034,437,12.083509069231
072,087,14.540592140382012
457,462,29.615129155544583
210,211,6.145639598382669
589,597,79.33978689469966
214,232,15.183433436810079
250,263,16.506005376670338
321,323,10.890499314663403
656,657,12.437556825106485
380,431,73.40862137633692
529,530,43.24892269635794
047,431,12.563171360757243
367,384,16.970205735760075
433,445,14.362078021357837
718,720,30.365484143660538
642,651,17.77899363592323
614,623,45.15366616882296
486,492,14.617850987598574
135,138,10.04573177224648
075,111,17.42820677457381
450,473,21.813692859278067
213,218,13.164655020785808
536,701,72.33747488286146
609,619,95.26172824053299
115,121,21.98351241305354
075,092,14.947253483948185
308,311,19.294800261511163
017,022,15.299765824531567
069,075,19.615545563615697
237,625,10.215202103699001
367,368,7.566854013922836
546,556,13.828879538196176
583,584,60.973913899501966
738,740,56.071740631313375
633,648,19.925563230255285
042,428,18.783488840377803
237,244,14.519981977759029
467,487,14.398119898108986
570,572,7.719520076662251
613,621,70.64104902934159
246,261,13.261168591340494
594,601,87.654063176396
071,654,15.148729248071362
327,328,11.843216193556357
197,717,31.611900466715355
031,037,20.739999801243254
316,319,26.541097878236123
039,425,12.97595002253036
301,680,30.76934101447854
566,569,20.02198908537864
574,577,9.670633460063295
260,279,21.94683519026027
077,657,20.178440837405578
164,170,21.081375147877075
564,566,11.730068157638376
454,470,10.908389648910816
592,602,104.18963934748504
542,546,20.562418936227644
278,289,21.8632001005324
485,639,141.4664989141215
629,732,29.07342403489112
631,703,111.74770136771862
015,289,19.221457749751234
