density_Residential,density_Office,density_Commercial,density_Facility,density_Greenspace,diversity,proximity_Residential,proximity_Office,proximity_Commercial,proximity_Facility,proximity_Greenspace,global_reward,prosocial
0.0027171182,0.00026611748,0.00016735814,0.00044559885,0.00069621333,0.8019638,9.051501e-05,8.832205e-06,4.864893e-06,4.862453e-06,6.553485e-06,0.9480526447296143,27517.61555555556
0.0025414384,0.00025668895,0.00062755647,0.000299217,0.0006937635,0.8038308,0.0001019888,9.061703e-06,5.452026e-06,4.7006697e-06,6.432459e-06,0.9470268487930298,44800.04388888888
0.0026368925,0.00027099077,0.00036430376,0.00034236576,0.000541148,0.8053563,8.148135e-05,9.270907e-06,4.8417483e-06,4.9017026e-06,6.7308224e-06,0.9514451622962952,35147.131666666675
0.0025601587,0.0002403146,0.0002948585,0.00041686062,0.00076828385,0.8103692,8.756367e-05,8.100183e-06,4.959511e-06,5.651777e-06,6.4806845e-06,0.9593509435653687,37756.10388888889
0.0028783819,0.00022690168,0.0003757546,0.00040766931,0.0006338045,0.81508327,7.096898e-05,9.43084e-06,4.2530396e-06,5.4258385e-06,6.734853e-06,0.968404233455658,42884.70055555556
0.0028765714,0.00025556784,0.00030899784,0.0003922451,0.00051320525,0.811604,0.00010085043,9.07285e-06,4.2193856e-06,6.6915145e-06,6.9912353e-06,0.9620321989059448,35328.02722222222
0.0025621692,0.00026576768,0.00025784934,0.0004285737,0.0005881173,0.8021345,8.306393e-05,8.370973e-06,4.7901444e-06,5.3899407e-06,6.7666024e-06,0.948223352432251,36135.00500000001
0.0023797813,0.00024942154,0.0003010908,0.00045702604,0.0007663923,0.81967163,8.2118524e-05,8.494909e-06,4.651657e-06,5.0685003e-06,7.8160265e-06,0.9744390249252319,33111.181666666664
