density_Residential,density_Office,density_Commercial,density_Facility,density_Greenspace,diversity,proximity_Residential,proximity_Office,proximity_Commercial,proximity_Facility,proximity_Greenspace,global_reward,prosocial
0.0028091362,0.0002518486,0.00029553584,0.00040332283,0.0005807125,0.80626565,8.537243e-05,9.206703e-06,4.028514e-06,5.4045154e-06,7.256782e-06,0.9579955339431763,36084.44344444445
0.002789378,0.00025021198,0.00032253942,0.00038328135,0.0006149462,0.8068739,8.621745e-05,8.918169e-06,4.0336085e-06,5.4011916e-06,7.2023563e-06,0.9583868384361267,39105.628805555556
